"subject","sex","age","condition","rating","cond_order","cell","adjusted","few_many","frequency","duration"
36,"female",19,"ManyAControl",5,7,"A","no","Many","144","800"
36,"female",19,"Baseline",-2,8,"A","yes","Baseline","36","800"
36,"female",19,"FewBAdjusted",2,9,"B","yes","Few","9","3200"
36,"female",19,"FewCAdjusted",2,10,"C","yes","Few","9","3200"
36,"female",19,"ManyCAdjusted",-3,11,"C","yes","Many","144","200"
36,"female",19,"ManyCControl",-6,12,"C","no","Many","144","800"
36,"female",19,"FewCControl",5,13,"C","no","Few","9","800"
37,"female",19,"FewCControl",4,1,"C","no","Few","9","800"
37,"female",19,"ManyBControl",-1,2,"B","no","Many","144","800"
37,"female",19,"FewAControl",-7,3,"A","no","Few","9","800"
37,"female",19,"ManyCAdjusted",1,4,"C","yes","Many","144","200"
37,"female",19,"ManyCControl",-3,5,"C","no","Many","144","800"
37,"female",19,"FewAAdjusted",-6,6,"A","yes","Few","9","3200"
37,"female",19,"ManyAControl",6,7,"A","no","Many","144","800"
37,"female",19,"ManyAAdjusted",4,8,"A","yes","Many","144","200"
37,"female",19,"FewBAdjusted",4,9,"B","yes","Few","9","3200"
37,"female",19,"FewBControl",2,10,"B","no","Few","9","800"
37,"female",19,"FewCAdjusted",-1,11,"C","yes","Few","9","3200"
37,"female",19,"Baseline",-1,12,"A","yes","Baseline","36","800"
37,"female",19,"ManyBAdjusted",-3,13,"B","yes","Many","144","200"
38,"female",19,"ManyAControl",9,1,"A","no","Many","144","800"
38,"female",19,"ManyAAdjusted",6,2,"A","yes","Many","144","200"
38,"female",19,"ManyBControl",-7,3,"B","no","Many","144","800"
38,"female",19,"FewCControl",4,4,"C","no","Few","9","800"
38,"female",19,"ManyCControl",1,5,"C","no","Many","144","800"
38,"female",19,"FewCAdjusted",-7,6,"C","yes","Few","9","3200"
38,"female",19,"Baseline",-3,7,"A","yes","Baseline","36","800"
38,"female",19,"ManyCAdjusted",4,8,"C","yes","Many","144","200"
38,"female",19,"FewAAdjusted",5,9,"A","yes","Few","9","3200"
38,"female",19,"FewBAdjusted",8,10,"B","yes","Few","9","3200"
38,"female",19,"FewAControl",8,11,"A","no","Few","9","800"
38,"female",19,"FewBControl",3,12,"B","no","Few","9","800"
38,"female",19,"ManyBAdjusted",-4,13,"B","yes","Many","144","200"
39,"male",20,"ManyAAdjusted",8,1,"A","yes","Many","144","200"
39,"male",20,"ManyCAdjusted",-6,2,"C","yes","Many","144","200"
39,"male",20,"FewBControl",2,3,"B","no","Few","9","800"
39,"male",20,"Baseline",-3,4,"A","yes","Baseline","36","800"
39,"male",20,"ManyBAdjusted",3,5,"B","yes","Many","144","200"
39,"male",20,"FewCAdjusted",8,6,"C","yes","Few","9","3200"
39,"male",20,"ManyAControl",9,7,"A","no","Many","144","800"
39,"male",20,"ManyBControl",-6,8,"B","no","Many","144","800"
39,"male",20,"FewBAdjusted",-2,9,"B","yes","Few","9","3200"
39,"male",20,"FewAAdjusted",-8,10,"A","yes","Few","9","3200"
39,"male",20,"FewCControl",4,11,"C","no","Few","9","800"
39,"male",20,"FewAControl",-1,12,"A","no","Few","9","800"
39,"male",20,"ManyCControl",-8,13,"C","no","Many","144","800"
40,"female",20,"ManyBAdjusted",3,1,"B","yes","Many","144","200"
40,"female",20,"Baseline",5,2,"A","yes","Baseline","36","800"
40,"female",20,"ManyCControl",-2,3,"C","no","Many","144","800"
40,"female",20,"ManyBControl",2,4,"B","no","Many","144","800"
40,"female",20,"FewCControl",5,5,"C","no","Few","9","800"
40,"female",20,"FewCAdjusted",2,6,"C","yes","Few","9","3200"
40,"female",20,"ManyCAdjusted",6,7,"C","yes","Many","144","200"
40,"female",20,"FewBAdjusted",2,8,"B","yes","Few","9","3200"
40,"female",20,"FewBControl",-2,9,"B","no","Few","9","800"
40,"female",20,"FewAAdjusted",2,10,"A","yes","Few","9","3200"
40,"female",20,"ManyAControl",7,11,"A","no","Many","144","800"
40,"female",20,"ManyAAdjusted",6,12,"A","yes","Many","144","200"
40,"female",20,"FewAControl",-4,13,"A","no","Few","9","800"
41,"male",19,"FewCAdjusted",8,1,"C","yes","Few","9","3200"
41,"male",19,"FewAControl",-7,2,"A","no","Few","9","800"
41,"male",19,"FewBAdjusted",-1,3,"B","yes","Few","9","3200"
41,"male",19,"ManyCAdjusted",2,4,"C","yes","Many","144","200"
41,"male",19,"FewAAdjusted",0,5,"A","yes","Few","9","3200"
41,"male",19,"FewCControl",4,6,"C","no","Few","9","800"
41,"male",19,"FewBControl",5,7,"B","no","Few","9","800"
41,"male",19,"ManyAControl",9,8,"A","no","Many","144","800"
41,"male",19,"ManyBControl",-4,9,"B","no","Many","144","800"
41,"male",19,"ManyAAdjusted",7,10,"A","yes","Many","144","200"
41,"male",19,"Baseline",3,11,"A","yes","Baseline","36","800"
41,"male",19,"ManyBAdjusted",0,12,"B","yes","Many","144","200"
41,"male",19,"ManyCControl",-3,13,"C","no","Many","144","800"
42,"female",20,"FewCControl",0,1,"C","no","Few","9","800"
42,"female",20,"ManyBControl",-4,2,"B","no","Many","144","800"
42,"female",20,"FewAAdjusted",3,3,"A","yes","Few","9","3200"
42,"female",20,"FewBControl",1,4,"B","no","Few","9","800"
42,"female",20,"ManyAControl",3,5,"A","no","Many","144","800"
42,"female",20,"ManyCControl",-6,6,"C","no","Many","144","800"
42,"female",20,"ManyAAdjusted",6,7,"A","yes","Many","144","200"
42,"female",20,"FewAControl",0,8,"A","no","Few","9","800"
42,"female",20,"Baseline",0,9,"A","yes","Baseline","36","800"
42,"female",20,"ManyCAdjusted",-4,10,"C","yes","Many","144","200"
42,"female",20,"FewCAdjusted",4,11,"C","yes","Few","9","3200"
42,"female",20,"FewBAdjusted",0,12,"B","yes","Few","9","3200"
42,"female",20,"ManyBAdjusted",2,13,"B","yes","Many","144","200"
44,"female",20,"ManyAAdjusted",5,1,"A","yes","Many","144","200"
44,"female",20,"FewCAdjusted",1,2,"C","yes","Few","9","3200"
44,"female",20,"FewAAdjusted",1,3,"A","yes","Few","9","3200"
44,"female",20,"ManyBControl",0,4,"B","no","Many","144","800"
44,"female",20,"FewBAdjusted",1,5,"B","yes","Few","9","3200"
44,"female",20,"ManyBAdjusted",1,6,"B","yes","Many","144","200"
44,"female",20,"ManyAControl",7,7,"A","no","Many","144","800"
44,"female",20,"FewBControl",3,8,"B","no","Few","9","800"
44,"female",20,"FewAControl",1,9,"A","no","Few","9","800"
44,"female",20,"FewCControl",1,10,"C","no","Few","9","800"
44,"female",20,"Baseline",1,11,"A","yes","Baseline","36","800"
44,"female",20,"ManyCAdjusted",0,12,"C","yes","Many","144","200"
44,"female",20,"ManyCControl",2,13,"C","no","Many","144","800"
46,"female",19,"ManyCControl",4,1,"C","no","Many","144","800"
46,"female",19,"FewAControl",5,2,"A","no","Few","9","800"
46,"female",19,"ManyAControl",8,3,"A","no","Many","144","800"
46,"female",19,"FewAAdjusted",5,4,"A","yes","Few","9","3200"
46,"female",19,"ManyCAdjusted",4,5,"C","yes","Many","144","200"
46,"female",19,"ManyBAdjusted",5,6,"B","yes","Many","144","200"
46,"female",19,"Baseline",6,7,"A","yes","Baseline","36","800"
46,"female",19,"ManyAAdjusted",7,8,"A","yes","Many","144","200"
46,"female",19,"FewCControl",8,9,"C","no","Few","9","800"
46,"female",19,"FewBControl",4,10,"B","no","Few","9","800"
46,"female",19,"ManyBControl",4,11,"B","no","Many","144","800"
46,"female",19,"FewCAdjusted",6,12,"C","yes","Few","9","3200"
46,"female",19,"FewBAdjusted",5,13,"B","yes","Few","9","3200"
48,"male",18,"ManyAAdjusted",5,1,"A","yes","Many","144","200"
48,"male",18,"ManyCControl",-5,2,"C","no","Many","144","800"
48,"male",18,"FewAControl",-4,3,"A","no","Few","9","800"
48,"male",18,"FewBControl",3,4,"B","no","Few","9","800"
48,"male",18,"ManyCAdjusted",3,5,"C","yes","Many","144","200"
48,"male",18,"FewBAdjusted",3,6,"B","yes","Few","9","3200"
48,"male",18,"ManyBAdjusted",-3,7,"B","yes","Many","144","200"
48,"male",18,"FewCAdjusted",2,8,"C","yes","Few","9","3200"
48,"male",18,"FewAAdjusted",1,9,"A","yes","Few","9","3200"
48,"male",18,"FewCControl",1,10,"C","no","Few","9","800"
48,"male",18,"Baseline",-1,11,"A","yes","Baseline","36","800"
48,"male",18,"ManyBControl",2,12,"B","no","Many","144","800"
48,"male",18,"ManyAControl",4,13,"A","no","Many","144","800"
49,"female",18,"FewCAdjusted",5,1,"C","yes","Few","9","3200"
49,"female",18,"FewCControl",5,2,"C","no","Few","9","800"
49,"female",18,"ManyCAdjusted",-5,3,"C","yes","Many","144","200"
49,"female",18,"ManyBAdjusted",-2,4,"B","yes","Many","144","200"
49,"female",18,"ManyAAdjusted",2,5,"A","yes","Many","144","200"
49,"female",18,"ManyAControl",6,6,"A","no","Many","144","800"
49,"female",18,"FewBControl",6,7,"B","no","Few","9","800"
49,"female",18,"ManyBControl",-7,8,"B","no","Many","144","800"
49,"female",18,"FewBAdjusted",2,9,"B","yes","Few","9","3200"
49,"female",18,"ManyCControl",-6,10,"C","no","Many","144","800"
49,"female",18,"FewAControl",-2,11,"A","no","Few","9","800"
49,"female",18,"Baseline",1,12,"A","yes","Baseline","36","800"
49,"female",18,"FewAAdjusted",-1,13,"A","yes","Few","9","3200"
50,"female",18,"FewCAdjusted",-3,1,"C","yes","Few","9","3200"
50,"female",18,"ManyAAdjusted",5,2,"A","yes","Many","144","200"
50,"female",18,"ManyBControl",-7,3,"B","no","Many","144","800"
50,"female",18,"ManyCControl",-3,4,"C","no","Many","144","800"
50,"female",18,"FewBControl",3,5,"B","no","Few","9","800"
50,"female",18,"FewAControl",-6,6,"A","no","Few","9","800"
50,"female",18,"Baseline",2,7,"A","yes","Baseline","36","800"
50,"female",18,"ManyAControl",6,8,"A","no","Many","144","800"
50,"female",18,"FewCControl",-2,9,"C","no","Few","9","800"
50,"female",18,"ManyBAdjusted",-5,10,"B","yes","Many","144","200"
50,"female",18,"FewBAdjusted",2,11,"B","yes","Few","9","3200"
50,"female",18,"FewAAdjusted",-4,12,"A","yes","Few","9","3200"
50,"female",18,"ManyCAdjusted",-2,13,"C","yes","Many","144","200"
51,"female",19,"ManyAControl",-2,1,"A","no","Many","144","800"
51,"female",19,"FewBControl",3,2,"B","no","Few","9","800"
51,"female",19,"ManyCControl",1,3,"C","no","Many","144","800"
51,"female",19,"FewBAdjusted",0,4,"B","yes","Few","9","3200"
51,"female",19,"Baseline",-3,5,"A","yes","Baseline","36","800"
51,"female",19,"FewAAdjusted",7,6,"A","yes","Few","9","3200"
51,"female",19,"FewCControl",1,7,"C","no","Few","9","800"
51,"female",19,"ManyBControl",-1,8,"B","no","Many","144","800"
51,"female",19,"ManyAAdjusted",8,9,"A","yes","Many","144","200"
51,"female",19,"ManyCAdjusted",-5,10,"C","yes","Many","144","200"
51,"female",19,"FewAControl",4,11,"A","no","Few","9","800"
51,"female",19,"ManyBAdjusted",2,12,"B","yes","Many","144","200"
51,"female",19,"FewCAdjusted",-7,13,"C","yes","Few","9","3200"
52,"male",18,"FewCControl",-7,1,"C","no","Few","9","800"
52,"male",18,"ManyAAdjusted",4,2,"A","yes","Many","144","200"
52,"male",18,"FewBAdjusted",-3,3,"B","yes","Few","9","3200"
52,"male",18,"ManyBAdjusted",-5,4,"B","yes","Many","144","200"
52,"male",18,"ManyCAdjusted",-3,5,"C","yes","Many","144","200"
52,"male",18,"ManyBControl",-7,6,"B","no","Many","144","800"
52,"male",18,"ManyAControl",8,7,"A","no","Many","144","800"
52,"male",18,"FewCAdjusted",-2,8,"C","yes","Few","9","3200"
52,"male",18,"Baseline",3,9,"A","yes","Baseline","36","800"
52,"male",18,"FewAControl",-7,10,"A","no","Few","9","800"
52,"male",18,"FewBControl",7,11,"B","no","Few","9","800"
52,"male",18,"FewAAdjusted",-7,12,"A","yes","Few","9","3200"
52,"male",18,"ManyCControl",0,13,"C","no","Many","144","800"
54,"female",18,"ManyBAdjusted",3,1,"B","yes","Many","144","200"
54,"female",18,"FewCControl",5,2,"C","no","Few","9","800"
54,"female",18,"ManyCAdjusted",-3,3,"C","yes","Many","144","200"
54,"female",18,"FewAControl",2,4,"A","no","Few","9","800"
54,"female",18,"FewCAdjusted",5,5,"C","yes","Few","9","3200"
54,"female",18,"FewAAdjusted",6,6,"A","yes","Few","9","3200"
54,"female",18,"FewBControl",8,7,"B","no","Few","9","800"
54,"female",18,"ManyAControl",10,8,"A","no","Many","144","800"
54,"female",18,"ManyAAdjusted",10,9,"A","yes","Many","144","200"
54,"female",18,"ManyCControl",4,10,"C","no","Many","144","800"
54,"female",18,"ManyBControl",3,11,"B","no","Many","144","800"
54,"female",18,"FewBAdjusted",5,12,"B","yes","Few","9","3200"
54,"female",18,"Baseline",6,13,"A","yes","Baseline","36","800"
55,"male",18,"FewAControl",-8,1,"A","no","Few","9","800"
55,"male",18,"Baseline",6,2,"A","yes","Baseline","36","800"
55,"male",18,"ManyCControl",-9,3,"C","no","Many","144","800"
55,"male",18,"ManyBControl",-4,4,"B","no","Many","144","800"
55,"male",18,"ManyBAdjusted",2,5,"B","yes","Many","144","200"
55,"male",18,"ManyAAdjusted",8,6,"A","yes","Many","144","200"
55,"male",18,"FewBAdjusted",3,7,"B","yes","Few","9","3200"
55,"male",18,"ManyAControl",9,8,"A","no","Many","144","800"
55,"male",18,"FewAAdjusted",-7,9,"A","yes","Few","9","3200"
55,"male",18,"FewBControl",0,10,"B","no","Few","9","800"
55,"male",18,"FewCAdjusted",-3,11,"C","yes","Few","9","3200"
55,"male",18,"FewCControl",2,12,"C","no","Few","9","800"
55,"male",18,"ManyCAdjusted",-6,13,"C","yes","Many","144","200"
56,"male",18,"FewAControl",3,1,"A","no","Few","9","800"
56,"male",18,"FewCAdjusted",7,2,"C","yes","Few","9","3200"
56,"male",18,"ManyCAdjusted",5,3,"C","yes","Many","144","200"
56,"male",18,"FewBAdjusted",4,4,"B","yes","Few","9","3200"
56,"male",18,"ManyBControl",1,5,"B","no","Many","144","800"
56,"male",18,"Baseline",2,6,"A","yes","Baseline","36","800"
56,"male",18,"ManyBAdjusted",-1,7,"B","yes","Many","144","200"
56,"male",18,"ManyAControl",8,8,"A","no","Many","144","800"
56,"male",18,"FewAAdjusted",-3,9,"A","yes","Few","9","3200"
56,"male",18,"ManyCControl",-5,10,"C","no","Many","144","800"
56,"male",18,"ManyAAdjusted",3,11,"A","yes","Many","144","200"
56,"male",18,"FewBControl",1,12,"B","no","Few","9","800"
56,"male",18,"FewCControl",2,13,"C","no","Few","9","800"
57,"female",18,"ManyCAdjusted",-4,1,"C","yes","Many","144","200"
57,"female",18,"FewBControl",4,2,"B","no","Few","9","800"
57,"female",18,"ManyAAdjusted",7,3,"A","yes","Many","144","200"
57,"female",18,"ManyCControl",-6,4,"C","no","Many","144","800"
57,"female",18,"FewCControl",7,5,"C","no","Few","9","800"
57,"female",18,"FewCAdjusted",4,6,"C","yes","Few","9","3200"
57,"female",18,"FewAAdjusted",0,7,"A","yes","Few","9","3200"
57,"female",18,"Baseline",-2,8,"A","yes","Baseline","36","800"
57,"female",18,"FewAControl",-2,9,"A","no","Few","9","800"
57,"female",18,"ManyBControl",-2,10,"B","no","Many","144","800"
57,"female",18,"ManyAControl",4,11,"A","no","Many","144","800"
57,"female",18,"ManyBAdjusted",-3,12,"B","yes","Many","144","200"
57,"female",18,"FewBAdjusted",4,13,"B","yes","Few","9","3200"
58,"female",19,"Baseline",3,1,"A","yes","Baseline","36","800"
58,"female",19,"ManyAAdjusted",3,2,"A","yes","Many","144","200"
58,"female",19,"FewAAdjusted",3,3,"A","yes","Few","9","3200"
58,"female",19,"FewCControl",5,4,"C","no","Few","9","800"
58,"female",19,"FewBAdjusted",6,5,"B","yes","Few","9","3200"
58,"female",19,"ManyCControl",-4,6,"C","no","Many","144","800"
58,"female",19,"FewAControl",-2,7,"A","no","Few","9","800"
58,"female",19,"ManyBControl",-6,8,"B","no","Many","144","800"
58,"female",19,"ManyCAdjusted",-2,9,"C","yes","Many","144","200"
58,"female",19,"ManyAControl",8,10,"A","no","Many","144","800"
58,"female",19,"FewBControl",5,11,"B","no","Few","9","800"
58,"female",19,"FewCAdjusted",3,12,"C","yes","Few","9","3200"
58,"female",19,"ManyBAdjusted",-1,13,"B","yes","Many","144","200"
59,"female",19,"ManyBAdjusted",-7,1,"B","yes","Many","144","200"
59,"female",19,"ManyAAdjusted",5,2,"A","yes","Many","144","200"
59,"female",19,"FewBControl",6,3,"B","no","Few","9","800"
59,"female",19,"ManyCAdjusted",-3,4,"C","yes","Many","144","200"
59,"female",19,"FewBAdjusted",8,5,"B","yes","Few","9","3200"
59,"female",19,"FewCControl",3,6,"C","no","Few","9","800"
59,"female",19,"FewAAdjusted",-3,7,"A","yes","Few","9","3200"
59,"female",19,"FewAControl",-1,8,"A","no","Few","9","800"
59,"female",19,"Baseline",3,9,"A","yes","Baseline","36","800"
59,"female",19,"ManyCControl",-9,10,"C","no","Many","144","800"
59,"female",19,"FewCAdjusted",5,11,"C","yes","Few","9","3200"
59,"female",19,"ManyAControl",8,12,"A","no","Many","144","800"
59,"female",19,"ManyBControl",-8,13,"B","no","Many","144","800"
2,"female",18,"Baseline",3,9,"B","yes","Baseline","36","800"
3,"male",18,"Baseline",-1,13,"B","yes","Baseline","36","800"
4,"male",18,"Baseline",-2,8,"B","yes","Baseline","36","800"
5,"female",18,"Baseline",-2,5,"B","yes","Baseline","36","800"
6,"female",20,"Baseline",4,11,"B","yes","Baseline","36","800"
7,"male",19,"Baseline",4,12,"B","yes","Baseline","36","800"
8,"female",19,"Baseline",6,2,"B","yes","Baseline","36","800"
9,"female",19,"Baseline",3,12,"B","yes","Baseline","36","800"
10,"male",18,"Baseline",1,7,"B","yes","Baseline","36","800"
11,"male",19,"Baseline",2,7,"B","yes","Baseline","36","800"
12,"female",21,"Baseline",0,4,"B","yes","Baseline","36","800"
13,"female",20,"Baseline",6,2,"B","yes","Baseline","36","800"
14,"male",19,"Baseline",-5,5,"B","yes","Baseline","36","800"
15,"female",19,"Baseline",3,12,"B","yes","Baseline","36","800"
16,"female",19,"Baseline",-5,6,"B","yes","Baseline","36","800"
17,"female",19,"Baseline",10,13,"B","yes","Baseline","36","800"
18,"male",19,"Baseline",5,12,"B","yes","Baseline","36","800"
19,"female",19,"Baseline",7,3,"B","yes","Baseline","36","800"
21,"female",18,"Baseline",0,2,"B","yes","Baseline","36","800"
22,"male",21,"Baseline",5,4,"B","yes","Baseline","36","800"
24,"male",20,"Baseline",-3,13,"B","yes","Baseline","36","800"
25,"female",19,"Baseline",3,10,"B","yes","Baseline","36","800"
27,"female",22,"Baseline",0,13,"B","yes","Baseline","36","800"
28,"female",19,"Baseline",3,8,"B","yes","Baseline","36","800"
29,"female",21,"Baseline",5,4,"B","yes","Baseline","36","800"
30,"female",24,"Baseline",3,2,"B","yes","Baseline","36","800"
31,"female",21,"Baseline",5,6,"B","yes","Baseline","36","800"
32,"female",22,"Baseline",4,7,"B","yes","Baseline","36","800"
33,"female",18,"Baseline",2,11,"B","yes","Baseline","36","800"
34,"female",19,"Baseline",4,13,"B","yes","Baseline","36","800"
35,"female",18,"Baseline",1,10,"B","yes","Baseline","36","800"
36,"female",19,"Baseline",-2,8,"B","yes","Baseline","36","800"
37,"female",19,"Baseline",-1,12,"B","yes","Baseline","36","800"
38,"female",19,"Baseline",-3,7,"B","yes","Baseline","36","800"
39,"male",20,"Baseline",-3,4,"B","yes","Baseline","36","800"
40,"female",20,"Baseline",5,2,"B","yes","Baseline","36","800"
41,"male",19,"Baseline",3,11,"B","yes","Baseline","36","800"
42,"female",20,"Baseline",0,9,"B","yes","Baseline","36","800"
44,"female",20,"Baseline",1,11,"B","yes","Baseline","36","800"
46,"female",19,"Baseline",6,7,"B","yes","Baseline","36","800"
48,"male",18,"Baseline",-1,11,"B","yes","Baseline","36","800"
49,"female",18,"Baseline",1,12,"B","yes","Baseline","36","800"
50,"female",18,"Baseline",2,7,"B","yes","Baseline","36","800"
51,"female",19,"Baseline",-3,5,"B","yes","Baseline","36","800"
52,"male",18,"Baseline",3,9,"B","yes","Baseline","36","800"
54,"female",18,"Baseline",6,13,"B","yes","Baseline","36","800"
55,"male",18,"Baseline",6,2,"B","yes","Baseline","36","800"
56,"male",18,"Baseline",2,6,"B","yes","Baseline","36","800"
57,"female",18,"Baseline",-2,8,"B","yes","Baseline","36","800"
58,"female",19,"Baseline",3,1,"B","yes","Baseline","36","800"
59,"female",19,"Baseline",3,9,"B","yes","Baseline","36","800"
2,"female",18,"Baseline",3,9,"C","yes","Baseline","36","800"
3,"male",18,"Baseline",-1,13,"C","yes","Baseline","36","800"
4,"male",18,"Baseline",-2,8,"C","yes","Baseline","36","800"
5,"female",18,"Baseline",-2,5,"C","yes","Baseline","36","800"
6,"female",20,"Baseline",4,11,"C","yes","Baseline","36","800"
7,"male",19,"Baseline",4,12,"C","yes","Baseline","36","800"
8,"female",19,"Baseline",6,2,"C","yes","Baseline","36","800"
9,"female",19,"Baseline",3,12,"C","yes","Baseline","36","800"
10,"male",18,"Baseline",1,7,"C","yes","Baseline","36","800"
11,"male",19,"Baseline",2,7,"C","yes","Baseline","36","800"
12,"female",21,"Baseline",0,4,"C","yes","Baseline","36","800"
13,"female",20,"Baseline",6,2,"C","yes","Baseline","36","800"
14,"male",19,"Baseline",-5,5,"C","yes","Baseline","36","800"
15,"female",19,"Baseline",3,12,"C","yes","Baseline","36","800"
16,"female",19,"Baseline",-5,6,"C","yes","Baseline","36","800"
17,"female",19,"Baseline",10,13,"C","yes","Baseline","36","800"
18,"male",19,"Baseline",5,12,"C","yes","Baseline","36","800"
19,"female",19,"Baseline",7,3,"C","yes","Baseline","36","800"
21,"female",18,"Baseline",0,2,"C","yes","Baseline","36","800"
22,"male",21,"Baseline",5,4,"C","yes","Baseline","36","800"
24,"male",20,"Baseline",-3,13,"C","yes","Baseline","36","800"
25,"female",19,"Baseline",3,10,"C","yes","Baseline","36","800"
27,"female",22,"Baseline",0,13,"C","yes","Baseline","36","800"
28,"female",19,"Baseline",3,8,"C","yes","Baseline","36","800"
29,"female",21,"Baseline",5,4,"C","yes","Baseline","36","800"
30,"female",24,"Baseline",3,2,"C","yes","Baseline","36","800"
31,"female",21,"Baseline",5,6,"C","yes","Baseline","36","800"
32,"female",22,"Baseline",4,7,"C","yes","Baseline","36","800"
33,"female",18,"Baseline",2,11,"C","yes","Baseline","36","800"
34,"female",19,"Baseline",4,13,"C","yes","Baseline","36","800"
35,"female",18,"Baseline",1,10,"C","yes","Baseline","36","800"
36,"female",19,"Baseline",-2,8,"C","yes","Baseline","36","800"
37,"female",19,"Baseline",-1,12,"C","yes","Baseline","36","800"
38,"female",19,"Baseline",-3,7,"C","yes","Baseline","36","800"
39,"male",20,"Baseline",-3,4,"C","yes","Baseline","36","800"
40,"female",20,"Baseline",5,2,"C","yes","Baseline","36","800"
41,"male",19,"Baseline",3,11,"C","yes","Baseline","36","800"
42,"female",20,"Baseline",0,9,"C","yes","Baseline","36","800"
44,"female",20,"Baseline",1,11,"C","yes","Baseline","36","800"
46,"female",19,"Baseline",6,7,"C","yes","Baseline","36","800"
48,"male",18,"Baseline",-1,11,"C","yes","Baseline","36","800"
49,"female",18,"Baseline",1,12,"C","yes","Baseline","36","800"
50,"female",18,"Baseline",2,7,"C","yes","Baseline","36","800"
51,"female",19,"Baseline",-3,5,"C","yes","Baseline","36","800"
52,"male",18,"Baseline",3,9,"C","yes","Baseline","36","800"
54,"female",18,"Baseline",6,13,"C","yes","Baseline","36","800"
55,"male",18,"Baseline",6,2,"C","yes","Baseline","36","800"
56,"male",18,"Baseline",2,6,"C","yes","Baseline","36","800"
57,"female",18,"Baseline",-2,8,"C","yes","Baseline","36","800"
58,"female",19,"Baseline",3,1,"C","yes","Baseline","36","800"
59,"female",19,"Baseline",3,9,"C","yes","Baseline","36","800"
2,"female",18,"Baseline",3,9,"A","no","Baseline","36","800"
3,"male",18,"Baseline",-1,13,"A","no","Baseline","36","800"
4,"male",18,"Baseline",-2,8,"A","no","Baseline","36","800"
5,"female",18,"Baseline",-2,5,"A","no","Baseline","36","800"
6,"female",20,"Baseline",4,11,"A","no","Baseline","36","800"
7,"male",19,"Baseline",4,12,"A","no","Baseline","36","800"
8,"female",19,"Baseline",6,2,"A","no","Baseline","36","800"
9,"female",19,"Baseline",3,12,"A","no","Baseline","36","800"
10,"male",18,"Baseline",1,7,"A","no","Baseline","36","800"
11,"male",19,"Baseline",2,7,"A","no","Baseline","36","800"
12,"female",21,"Baseline",0,4,"A","no","Baseline","36","800"
13,"female",20,"Baseline",6,2,"A","no","Baseline","36","800"
14,"male",19,"Baseline",-5,5,"A","no","Baseline","36","800"
15,"female",19,"Baseline",3,12,"A","no","Baseline","36","800"
16,"female",19,"Baseline",-5,6,"A","no","Baseline","36","800"
17,"female",19,"Baseline",10,13,"A","no","Baseline","36","800"
18,"male",19,"Baseline",5,12,"A","no","Baseline","36","800"
19,"female",19,"Baseline",7,3,"A","no","Baseline","36","800"
21,"female",18,"Baseline",0,2,"A","no","Baseline","36","800"
22,"male",21,"Baseline",5,4,"A","no","Baseline","36","800"
24,"male",20,"Baseline",-3,13,"A","no","Baseline","36","800"
25,"female",19,"Baseline",3,10,"A","no","Baseline","36","800"
27,"female",22,"Baseline",0,13,"A","no","Baseline","36","800"
28,"female",19,"Baseline",3,8,"A","no","Baseline","36","800"
29,"female",21,"Baseline",5,4,"A","no","Baseline","36","800"
30,"female",24,"Baseline",3,2,"A","no","Baseline","36","800"
31,"female",21,"Baseline",5,6,"A","no","Baseline","36","800"
32,"female",22,"Baseline",4,7,"A","no","Baseline","36","800"
33,"female",18,"Baseline",2,11,"A","no","Baseline","36","800"
34,"female",19,"Baseline",4,13,"A","no","Baseline","36","800"
35,"female",18,"Baseline",1,10,"A","no","Baseline","36","800"
36,"female",19,"Baseline",-2,8,"A","no","Baseline","36","800"
37,"female",19,"Baseline",-1,12,"A","no","Baseline","36","800"
38,"female",19,"Baseline",-3,7,"A","no","Baseline","36","800"
39,"male",20,"Baseline",-3,4,"A","no","Baseline","36","800"
40,"female",20,"Baseline",5,2,"A","no","Baseline","36","800"
41,"male",19,"Baseline",3,11,"A","no","Baseline","36","800"
42,"female",20,"Baseline",0,9,"A","no","Baseline","36","800"
44,"female",20,"Baseline",1,11,"A","no","Baseline","36","800"
46,"female",19,"Baseline",6,7,"A","no","Baseline","36","800"
48,"male",18,"Baseline",-1,11,"A","no","Baseline","36","800"
49,"female",18,"Baseline",1,12,"A","no","Baseline","36","800"
50,"female",18,"Baseline",2,7,"A","no","Baseline","36","800"
51,"female",19,"Baseline",-3,5,"A","no","Baseline","36","800"
52,"male",18,"Baseline",3,9,"A","no","Baseline","36","800"
54,"female",18,"Baseline",6,13,"A","no","Baseline","36","800"
55,"male",18,"Baseline",6,2,"A","no","Baseline","36","800"
56,"male",18,"Baseline",2,6,"A","no","Baseline","36","800"
57,"female",18,"Baseline",-2,8,"A","no","Baseline","36","800"
58,"female",19,"Baseline",3,1,"A","no","Baseline","36","800"
59,"female",19,"Baseline",3,9,"A","no","Baseline","36","800"
2,"female",18,"Baseline",3,9,"B","no","Baseline","36","800"
3,"male",18,"Baseline",-1,13,"B","no","Baseline","36","800"
4,"male",18,"Baseline",-2,8,"B","no","Baseline","36","800"
5,"female",18,"Baseline",-2,5,"B","no","Baseline","36","800"
6,"female",20,"Baseline",4,11,"B","no","Baseline","36","800"
7,"male",19,"Baseline",4,12,"B","no","Baseline","36","800"
8,"female",19,"Baseline",6,2,"B","no","Baseline","36","800"
9,"female",19,"Baseline",3,12,"B","no","Baseline","36","800"
